temperature,humidity,rainfall,water_needed
20.87974371,82.00274423,202.9355362,39.11933914
21.77046169,80.31964408,226.6555374,32.00333878000001
23.00445915,82.3207629,263.9642476,20.810725719999994
26.49109635,80.15836264,242.8640342,27.140789740000002
20.13017482,81.60487287,262.7173405,21.18479785000001
23.05804872,83.37011772,251.0549998,24.68350006
22.70883798,82.63941394,271.3248604,18.602541880000004
20.27774362,82.89408619,241.9741949,27.40774153000001
24.51588066,83.53521629999999,230.4462359,30.86612923
23.22397386,83.03322691,221.2091958,33.637241259999996
26.52723513,81.41753846,264.6148697,20.615539090000013
23.97898217,81.45061596,250.0832336,24.975029919999997
26.80079604,80.88684822,284.4364567,14.66906299
24.01497622,82.05687182,185.2773389,44.416798330000006
25.66585205,80.66385045,209.5869708,37.123908760000006
24.28209415,80.30025587,231.0863347,30.674099589999997
21.58711777,82.7883708,276.65524589999995,17.003426230000017
23.79391957,80.41817957,206.2611855,38.12164435
21.8652524,80.1923008,224.55501690000003,32.63349493
23.57943626,83.58760316,291.2986618000001,12.610401459999977
21.32504158,80.47476396,185.4974732,44.35075804
25.15745531,83.11713476,231.3843163,30.58470511
21.94766735,80.97384195,213.3560921,35.993172369999996
21.0525355,82.67839517,233.1075816,30.067725519999996
23.48381344,81.33265073,224.0581164,32.78256508000001
25.0756354,80.52389148,257.0038865,22.89883404999999
26.35927159,84.04403589,271.35861370000003,18.592415889999998
24.52922681,80.54498576,260.2634026,21.920979220000007
20.77576147,84.49774397,240.0810647,27.975680589999996
22.30157427,80.64416466,197.9791215,40.60626355000001
21.44653958,84.94375962,272.2017204,18.339483880000003
22.17931888,80.33127223,200.0882787,39.97351639000001
24.52783742,82.73685569,224.67572310000003,32.59728306999999
20.26707606,81.63895217,270.4417274,18.867481780000006
25.7354293,83.88266234,233.1321372,30.060358840000006
26.79533926,82.1480873,193.3473987,41.99578039
26.75754171,81.17734011,272.29990560000005,18.310028319999986
23.86330467,83.15250801,285.2493645,14.425190650000005
21.01944696,82.95221726,298.40184710000005,10.479445869999992
24.17298839,83.7287574,257.0343554,22.88969338000001
22.78133816,82.06719137,248.7183228,25.384503159999994
25.62980105,83.52842314,209.9001977,37.029940690000004
25.59704938,80.14509262,200.834898,39.7495306
23.83067496,84.81360127,298.5601175,10.431964750000006
26.31355498,82.36698992,265.5355937,20.339321890000008
24.8972823,80.52586088,183.6793207,44.89620379
24.958779,84.47963372,196.95600080000003,40.91319976
23.24113501,84.59201843,233.0453455,30.08639635
21.66628296,80.70960551,210.8142087,36.75573739000001
24.63544858,80.41363018,253.7202781,23.883916569999997
23.43121862,83.06310136,219.9048349,34.02854953000001
20.0454142,80.3477562,208.5810155,37.42569535
23.85724032,82.22572988,195.0948311,41.471550670000006
21.97199397,81.89918197,227.3637009,31.790889730000004
26.22916897,83.83625819,286.5083725,14.04748825
23.44676801,84.79352417,283.9338466,14.819846020000014
25.65553461,83.47021081,217.3788583,34.78634251000001
24.44345477,82.45432595,267.97619480000003,19.607141559999988
20.2801937,82.1235421,191.9535738,42.41392786000001
21.7238313,80.2389895,277.9626192,16.611214239999995
20.41447029,82.20802629,245.1511304,26.454660880000006
25.75528612,83.51827127,245.6626799,26.30119603
20.61521424,83.77345559,279.5451717,16.136448489999992
21.84106875,80.72886384,202.3838319,39.284850430000006
20.08369642,83.29114712,263.6372176,20.90883472
24.45802087,82.74835604,182.5616319,45.23151043
21.14347496,80.33502926,198.6730942,40.39807174
25.78720567,82.11124033,243.5120414,26.946387580000007
23.64124821,80.28597873,263.1103304,21.066900880000006
23.43191632,80.56887849,269.5039162,19.14882514
24.97669518,83.891805,204.8001847,38.55994459000001
22.72791041,82.17068809999998,260.8875056,21.733748320000004
24.87300744,82.84022551,295.6094492000001,11.31716523999998
21.32376327,83.00320459,192.3197536,42.30407392
26.29465461,84.56919326,257.4914906,22.75255281999999
22.2286982,81.85872947,278.0791793,16.576246209999994
26.73072391,81.78596776,280.4044392,15.878668239999996
24.88921174,81.97927117,185.9461429,44.21615713
26.88444878,81.46033732,194.5766559,41.62700323000001
22.67846116,83.72874389,200.9133156,39.72600532
26.08867875,80.37979919,182.9043504,45.128694880000005
25.42977518,82.94682591,195.3574542,41.39276374
26.40323239,81.05635517,223.3671883,32.98984351
26.04371967,84.96907151,186.7536773,43.97389681000001
25.2827223,80.54372813,220.1156708,33.965298759999996
22.08576562,83.47038318,231.7364957,30.47905129
23.28617173,81.43321641,242.3170629,27.30488113
25.48591986,81.40633547,182.6549356,45.203519320000005
23.67575393,81.03569343,233.7034975,29.888950750000006
20.82477109,84.1341879,230.22422230000004,30.93273330999999
26.92995077,81.91411159,290.67937830000005,12.796186509999984
23.83509503,83.88387074,241.20135130000003,27.63959460999999
26.52872817,80.12267476,218.9163567,34.32509299
26.46428311,83.85642678,248.2256491,25.53230527000001
22.69657794,82.81088865,256.9964761,22.90105717
22.68319059,83.46358271,194.2651719,41.72044843
21.53346343,82.14004101,295.9248796,11.222536120000001
21.40865769,83.32931909999998,287.5766935000001,13.72699194999997
26.54348085,84.67353597,183.6222657,44.913320289999994
23.35905428,83.59512273,188.413665,43.4759005
22.61359953,63.69070564,87.75953857,73.672138429
26.10018422,71.57476937,102.2662445,69.32012665
23.55882094,71.59351368,66.71995467,79.984013599
19.97215954,57.68272924,60.65171481,81.80448555699999
18.47891261,62.69503871,65.43835393,80.368493821
21.77689322,57.80840636,102.0861694,69.37414918
25.6217169,66.50415474,105.4654703,68.36035891
25.19192419,66.69029010000001,78.06639649,76.580081053
20.41683147,62.55424820000001,65.27798457,80.416604629
24.92162194,66.78627406,109.2162279,67.23513163
23.31689124,73.4541537,94.29712821,71.710861537
24.84016732,68.3584573,74.05474936,77.783575192
22.27526694,58.84015925,63.87020584,80.838938248
18.87751445,65.76816093,94.76189431,71.571431707
25.19008683,60.200168700000006,72.12375573,78.362873281
18.25405352,55.28220433,63.72358154,80.882925538
24.612911800000006,70.4162444,104.1626147,68.75121559
25.1420613,65.26185135,76.68456006,76.994631982
23.09348056,60.11593810000001,65.49730729,80.350807813
18.05033737,62.89366992,84.23613484,74.729159548
24.9321581,73.80435276,79.74078719,76.077763843
18.14710054,71.09445342,88.07753741,73.576738777
18.28362235,66.65952796,80.97573281,75.707280157
18.83344471,58.75082029,79.75328959999999,76.07401312
25.71895816,67.22190688,74.51490791,77.645527627
25.33797709,68.49835977,96.46380213,71.060859361
23.89114571,57.48775781,102.8301942,69.15094174000001
21.53574127,71.50905983,102.4852929,69.25441212999999
23.08974909,63.10459626,70.43473609,78.869579173
25.61707368,63.4711755,108.8303762,67.35088714
21.44526922,63.1621551,65.88951188,80.233146436
18.51816776,55.53128131,90.988051,72.7035847
22.53510514,67.99257471,64.40866039,80.677401883
23.02038334,61.89472002,63.03843397,81.088469809
24.89364635,65.61418761,87.9298085,73.62105745
25.77175115,74.089114,107.4931917,67.75204249000001
19.39851734,62.35750641,60.95197486,81.714407542
21.54156232,59.64024162,109.7515385,67.07453845
23.79746068,74.82913698,91.76337172,72.470988484
18.9802729,74.52600826,94.26249353,71.721251941
24.10859207,73.13112261,71.07562236,78.67731329200001
24.7947077,70.04556743,76.72860067,76.981419799
21.63162756,60.27766379,69.21803098,79.234590706
25.37548751,57.21025565,101.7004306,69.48987082
22.21738222,72.85462807,106.6213157,68.01360529
20.58314011,69.00128641,66.29390357,80.111828929
24.87502824,68.74248334,91.26056654,72.621830038
20.03728219,56.35606753,109.024141,67.29275770000001
25.95263264,61.89082199,99.57981207,70.126056379
19.28889933,65.47050802,71.3195307,78.60414079
20.57981887,65.34583901,78.34604471,76.496186587
24.71417533,56.73426469,88.45361858,73.463914426
20.27317074,63.91281869,62.50351892,81.248944324
18.41932981,64.23580251,76.41312437,77.076062689
23.39128187,61.74427165,107.3198135,67.80405595
19.84939404,61.24500053,100.7689246,69.76932262
21.869274,61.91044947,107.2681929,67.81954213
22.8056033,56.50768935,101.5952794,69.52141618
19.0781471,69.02298571,80.72515943,75.782452171
22.02720976,65.35549924,83.73280082,74.880159754
23.80546189,59.24537979,89.96220140000001,73.01133958
18.52510753,69.0276233,88.10234397,73.569296809
23.50297882,61.32026065,64.77791424,80.566625728
26.54986394,72.89187265,73.33636055,77.999091835
19.29563411,69.63481219,83.21030571,75.036908287
20.68899915,59.4375337,103.651438,68.9045686
19.32666088,68.03449300000001,84.22969177,74.731092469
24.60532218,73.58868502,96.59195302,71.022414094
22.27373646,59.52193158,67.96704792,79.609885624
25.70196694,61.33450447,83.20711308,75.037866076
19.20129357,68.30578978,87.85092352,73.644722944
21.70181447,60.47470519,95.71388473,71.285834581
20.51716779,59.21235483,67.61013737,79.716958789
23.30355338,73.62548442,97.59081274,70.722756178
24.2547451,55.64709899,64.23845455,80.728463635
24.86374934,65.7420046,75.82270467,77.253188599
22.6265115,65.77472881,88.17251033,73.548246901
18.04185513,60.61494304,104.2321615,68.73035155
23.26237612,72.33125523,67.10225139,79.869324583
22.88330922,71.59722446,67.72777298,79.681668106
25.97482359,69.36385721,103.2234212,69.03297364
26.14384005,66.20569924,107.2361366,67.82915902
18.66116213,61.55327249,75.03247667,77.490256999
25.10787449,55.97732754,78.16077693,76.551766921
23.33844615,59.24580604,105.0083144,68.49750568
25.08239719,65.92195844,62.49190812,81.252427564
25.36768364,72.52054555,107.9124111,67.62627667000001
25.34217103,63.31801994,74.52082026,77.643753922
25.00933355,67.816568,62.91359494,81.125921518
18.66746724,71.516474,69.93293255,79.02012023500001
20.37999665,63.73849998,108.5054416,67.44836752
18.09300227,72.61024172,78.96159541,76.311521377
26.16985907,71.96246617,79.84925393,76.04522382100001
18.65396672,61.37879671,93.62039175,71.91388247500001
26.07470121,59.37147589,85.75692395,74.272922815
18.92851916,72.80086137,82.34162918,75.297511246
23.30546753,63.24648023,108.7603001,67.37190997
18.74826712,62.49878458,70.23401597,78.929795209
19.74213321,59.66263104,65.50861389,80.347415833
25.73044432,70.74739256,98.73771338,70.378685986
17.02498456,16.98861173,88.55123143,73.434630571
19.02061277,17.13159126,79.92698081,76.021905757
17.88776475,15.40589717,68.54932919,79.435201243
18.86805647,15.65809214,88.51048983,73.446853051
18.36952567,19.56381041,79.26357665,76.220927005
20.45078582,15.40312102,92.68373702,72.194878894
20.6543203,16.60820843,74.6631118,77.60106646
17.3348681,18.74926979,82.61734721,75.214795837
18.17912258,18.90426935,81.84997529,75.445007413
18.01272266,18.30968112,81.98568791,75.404293627
20.99373558,19.33470387,93.55280105,71.934159685
19.46233971,15.22538951,74.58565097,77.624304709
19.81344531,14.69765308,78.96514709,76.310455873
18.97424756,19.5161216,80.7108745,75.78673764999999
18.19737048,14.71070537,70.18185181,78.94544445700001
18.72963144,19.18197264,71.58010169,78.52596949299999
20.99502153,19.8601304,73.50734019,77.947797943
20.28155898,16.39535215,82.52339655,75.242981035
17.48042641,15.7559405,66.96980581,79.909058257
20.88818675,14.32313811,90.46228334,72.861314998
17.08498521,16.14565756,71.31007253,78.60697824100001
20.09340593,15.11279612,85.74904898,74.275285306
17.57212145,14.99927489,89.31050665,73.206848005
19.12065218,18.43475844,85.52950164,74.341149508
18.57665902,19.22008229,72.94940441,78.115178677
17.16606398,14.42457525,72.32667516,78.301997452
18.2872007,16.67921616,74.87445574,77.537663278
19.03025305,18.66725565,94.70992037,71.587023889
17.141861399999996,17.0662427,83.74606679,74.876179963
17.47809436,17.93253975,78.92060234,76.323819298
20.56601874,14.25803981,83.75937135,74.872188595
17.22385224,15.82069268,76.57580954,77.02725713800001
19.69141713,19.44225438,91.76071648,72.471785056
17.84851658,19.09172907,76.32470713,77.102587861
18.8202251,16.1074793,89.73119396,73.080641812
17.47500984,16.54314829,93.35034262,71.99489721399999
18.72649425,17.58406365,81.20176515,75.63947045500001
18.65580107,16.17772668,81.70769297,75.487692109
18.2356751,19.68538502,83.74879344,74.87536196799999
18.81198127,15.21618225,77.54294240000002,76.73711727999999
18.65054116,17.80852431,77.92798682,76.621603954
20.36720401,16.89574311,82.2545577,75.32363269
18.38120357,16.63805158,70.52056697,78.843829909
17.17012591,17.30457712,72.78624223,78.164127331
19.37101121,15.77458129,85.24819851,74.425540447
17.92845928,14.27327988,85.37378769,74.387863693
19.45339934,18.23490739,75.6317566,77.31047302
19.12829388,14.92241479,89.61857826,73.114426522
19.1034283,17.26184541,75.49101167,77.352696499
17.48504075,16.96070581,86.05078037,74.184765889
19.40751744,18.98030507,80.25064637,75.924806089
20.18649426,19.63719995,78.26039559,76.521881323
17.30287885,15.15405941,75.57790384,77.326628848
17.50361137,15.48083156,72.9446671,78.11659987
18.17234999,14.70085967,90.7760707,72.76717879
17.57445618,16.71826572,77.81891424,76.654325728
20.93175255,18.91295403,78.06910795,76.57926761499999
19.71098332,17.63879418,85.57925437,74.326223689
19.07937684,17.86754927,69.40619137,79.178142589
18.54988627,16.02542689,76.32565249,77.102304253
